Sr. No.,FG_name,FG Position,Redox Potential,mol_filename_neutral,mol_filename_anion,FG_no,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_ArN,fr_Ar_COO,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH2,fr_SH,fr_aldehyde,fr_alkyl_halide,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_priamide,fr_sulfide,Asphericity,Eccentricity,InertialShapeFactor,NPR1,NPR2,PMI1,PMI2,PMI3,RadiusOfGyration,SpherocityIndex
101,NH2,1 2 3,-2.04,NH2_R123_neutral,NH2_R123_anion,14,5.902604875283447,0.36303807634164786,5.902604875283447,0.36303807634164786,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11458964411393323,-0.39693265693154495,0.39693265693154495,0.11458964411393323,0.7647058823529411,1.411764705882353,2.1176470588235294,2.5208386800134233,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.164703797946448,5.1651531331636065,5.1651531331636065,3.8731979791794844,3.8731979791794844,2.746025677420718,2.746025677420718,1.8206375151475156,1.8206375151475156,-2.5599999999999996,10547.963704716212,9.650773083275615,3.2137035718523803,1.3246299828537902,97.25370023589855,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,12.13273413692322,18.19910120538483,0.0,33.61226097689947,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,6.06636706846161,24.26546827384644,9.967957041894417,17.201002431486554,0.0,0.0,8.918518518518518,0.0,21.46511589821114,0.0,9.283032249937012,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296000000000003,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.5428339358580195,0.9822520172596563,0.002266133156711423,0.18756592065014352,0.8125405474246165,358.55816548916425,1553.283491266828,1911.6381283248315,2.9877078264747525,0.00014879860137970475
102,NH2,1 2 4,-2.01,NH2_R124_neutral,NH2_R124_anion,14,5.8951048752834465,0.42356764928193535,5.8951048752834465,0.42356764928193535,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11655366739452573,-0.39693260643268,0.39693260643268,0.11655366739452573,0.7647058823529411,1.3529411764705883,2.0,2.55594136520971,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.164703797946448,5.1651531331636065,5.1651531331636065,3.8782310325501532,3.8782310325501532,2.721110570210214,2.721110570210214,1.8394660689765472,1.8394660689765472,-2.5599999999999996,10502.615352145434,9.650773083275615,3.2137035718523803,1.3246299828537902,97.25370023589856,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,12.13273413692322,18.19910120538483,0.0,28.095560259283207,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,6.06636706846161,24.26546827384644,9.967957041894417,17.201002431486554,0.0,0.0,8.9075,0.0,21.588668587805493,0.0,9.170498078861174,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5295999999999998,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.44106211182696375,0.9688547615441685,0.0016828611537335293,0.24762966509122503,0.7524260495002119,447.1111878902838,1358.553324649933,1805.5639162843079,2.9035961099026664,7.986692271315696e-05
103,NH2,1 2 6,-2.04,NH2_R126_neutral,NH2_R126_anion,14,5.8885742630385485,0.45770786092214677,5.8885742630385485,0.45770786092214677,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11443160146521933,-0.39699468794353404,0.39699468794353404,0.11443160146521933,0.7058823529411765,1.411764705882353,2.235294117647059,2.524011638518529,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.16470379794645,5.165153133163607,5.165153133163607,3.874776708856204,3.874776708856204,2.739949548828978,2.739949548828978,1.8214661440396385,1.8214661440396385,-2.5599999999999996,10436.497680087563,9.650773083275615,3.2137035718523803,1.3246299828537902,97.25370023589856,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,0.0,28.095560259283207,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,33.61226097689947,5.516700717616262,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.9075,0.0,21.770919154698916,0.0,8.98824751196775,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5145485221353605,0.979170538708027,0.0021051983009299224,0.20303954325754464,0.7970253093359565,378.59868544634924,1486.1771728835404,1864.654930621654,2.9507335964725527,9.548176555545809e-05
104,NH2,1 2 7,-2.09,NH2_R127_neutral,NH2_R127_anion,14,5.886979875283447,0.46641203703703726,5.886979875283447,0.46641203703703726,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11442840386754585,-0.3986637924002842,0.3986637924002842,0.11442840386754585,0.7647058823529411,1.5294117647058822,2.3529411764705883,2.475275811081959,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.14786704554084,5.1591700690199005,5.1591700690199005,3.907955998458253,3.907955998458253,2.7021332602284347,2.7021332602284347,1.7946168008444578,1.7946168008444578,-2.5599999999999996,10082.421286797495,9.650773083275615,3.2137035718523803,1.4004380149707776,97.25370023589855,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,5.687386274683562,27.92487470221591,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,22.578859541666947,16.550102152848787,0.0,24.26546827384644,6.06636706846161,9.967957041894417,17.201002431486554,0.0,0.0,8.918518518518518,0.0,21.830958994708993,0.0,8.917189153439153,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296000000000003,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6177037746006431,0.9887011701296313,0.0027799904481580844,0.14989995391692978,0.8501943989919571,305.826374171632,1734.5693817146278,2040.2032567742624,3.0865313013835958,0.00013575475665168426
105,NH2,1 2 8,-2.09,NH2_R128_neutral,NH2_R128_anion,14,5.8885742630385485,0.45770786092214677,5.8885742630385485,0.45770786092214677,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.1144299184666378,-0.39866379236152244,0.39866379236152244,0.1144299184666378,0.7647058823529411,1.5294117647058822,2.3529411764705883,2.482695380280761,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.147867045540842,5.1591700690199005,5.1591700690199005,3.907955998458253,3.907955998458253,2.7021332602284343,2.7021332602284343,1.7946168008444578,1.7946168008444578,-2.5599999999999996,10094.596992249848,9.650773083275615,3.2137035718523803,1.4004380149707776,97.25370023589855,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,5.687386274683562,27.92487470221591,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,22.578859541666947,16.550102152848787,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.91851851851852,0.0,21.806810909549007,0.0,8.941337238599143,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296000000000003,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5841398014590248,0.9860817579665399,0.002486455842212369,0.1662611397940547,0.8338001480246611,335.336801027913,1681.7151300750822,2016.928317965881,3.0688496319383045,9.075991427001041e-05
106,NH2,1 2 9,-2.02,NH2_R129_neutral,NH2_R129_anion,14,5.891030801209372,0.4445861678004537,5.891030801209372,0.4445861678004537,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11452169646540199,-0.3969946879030517,0.3969946879030517,0.11452169646540199,0.7058823529411765,1.4705882352941178,2.2941176470588234,2.5327772935912996,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.164703797946448,5.1651531331636065,5.1651531331636065,3.874776708856204,3.874776708856204,2.7399495488289776,2.7399495488289776,1.822135070946592,1.822135070946592,-2.5599999999999996,10418.13317784736,9.650773083275615,3.2137035718523803,1.3246299828537902,97.25370023589856,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,0.0,28.095560259283207,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.907499999999999,0.0,21.7353692680776,0.0,9.023797398589064,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5295999999999998,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4812845614324265,0.9749715967651134,0.001918696937355344,0.2223294526176976,0.7777936349024737,405.3759714520385,1418.1605119136807,1823.3120564061978,2.9178810860118327,0.00017848196139570139
107,NH2,1 3 6,-2.13,NH2_R136_neutral,NH2_R136_anion,14,5.872370559334845,0.5248374905517763,5.872370559334845,0.5248374905517763,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11246294520183442,-0.3986021352780989,0.3986021352780989,0.11246294520183442,0.7647058823529411,1.4705882352941178,2.2941176470588234,2.523749325497842,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.147867045540842,5.1591700690199,5.1591700690199,3.9164433755228707,3.9164433755228707,2.6520554337988367,2.6520554337988367,1.8723701701413142,1.8723701701413142,-2.5599999999999996,9640.546008769772,9.650773083275615,3.2137035718523803,1.4004380149707776,97.25370023589855,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,5.687386274683562,22.408173984599646,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,33.61226097689947,5.516700717616262,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.9075,0.0,21.858551429831195,0.0,8.900615236835474,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.45910788514237955,0.9717591459558814,0.001740605713257049,0.2359749186907286,0.7641439685547636,439.01037594831587,1421.6219790440182,1860.4111758321565,2.947413720611674,0.00017136116398213335
108,NH2,1 3 7,-2.19,NH2_R137_neutral,NH2_R137_anion,14,5.870776171579743,0.5335416666666668,5.870776171579743,0.5335416666666668,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11245974674345875,-0.3986637924002139,0.3986637924002139,0.11245974674345875,0.7058823529411765,1.4705882352941178,2.2941176470588234,2.474516035635402,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.131030293135234,5.153187004876192,5.153187004876192,3.9496226651249193,3.9496226651249193,2.614239145198293,2.614239145198293,1.8455208269461336,1.8455208269461336,-2.5599999999999996,9278.643023962984,9.650773083275615,3.2137035718523803,1.482944959066316,97.25370023589855,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,11.374772549367124,22.237488427532348,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,24.26546827384644,6.06636706846161,9.967957041894417,17.201002431486554,0.0,0.0,8.918518518518518,0.0,21.922882338120434,0.0,8.825265810027714,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5650569311577415,0.9844036085356774,0.002294731476775184,0.17592480070171113,0.8242615919386925,359.1974051347559,1682.9498956126522,2041.7667304554302,3.0877847731465047,0.00026917789621876814
109,NH2,1 3 8,-2.15,NH2_R138_neutral,NH2_R138_anion,14,5.872370559334845,0.5248374905517763,5.872370559334845,0.5248374905517763,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11246126134417106,-0.3986637923615959,0.3986637923615959,0.11246126134417106,0.7058823529411765,1.4705882352941178,2.2941176470588234,2.4751324456571377,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.131030293135234,5.153187004876193,5.153187004876193,3.9496226651249193,3.9496226651249193,2.614239145198293,2.614239145198293,1.8455208269461336,1.8455208269461336,-2.5599999999999996,9318.985716017394,9.650773083275615,3.2137035718523803,1.482944959066316,97.25370023589855,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,11.374772549367124,22.237488427532348,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,24.26546827384644,6.06636706846161,9.967957041894417,17.201002431486554,0.0,0.0,8.918518518518518,0.0,21.918591269841272,0.0,8.829556878306878,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5718606076584464,0.9850198086040991,0.0023574480709204646,0.172441226676059,0.8278245468561246,351.15282371115006,1685.7507498019322,2036.3623622952493,3.0837567149966927,0.0003739308574759537
110,NH2,1 3 9,-1.94,NH2_R139_neutral,NH2_R139_anion,14,5.874827097505669,0.5117157974300832,5.874827097505669,0.5117157974300832,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11255304142988819,-0.39860213531683003,0.39860213531683003,0.11255304142988819,0.7647058823529411,1.5294117647058822,2.3529411764705883,2.524397163689837,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.147867045540842,5.1591700690199,5.1591700690199,3.9164433755228707,3.9164433755228707,2.6520554337988362,2.6520554337988362,1.8730390970482678,1.8730390970482678,-2.5599999999999996,9584.125489772248,9.650773083275615,3.2137035718523803,1.4004380149707776,97.25370023589855,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,5.687386274683562,22.408173984599646,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,33.61226097689947,5.516700717616262,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.907499999999999,0.0,21.851440696649032,0.0,8.907725970017635,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296000000000003,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4708839284074777,0.9735105794566997,0.001825166164221963,0.22864197271253747,0.7714959350317288,422.6990123721717,1426.2935449610682,1848.737602100794,2.9381660301537265,0.00019963773986659167
111,NH2,1 4 6,-1.99,NH2_R146_neutral,NH2_R146_anion,14,5.867327097505669,0.5480120937263797,5.867327097505669,0.5480120937263797,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.1145205843892146,-0.39691514724402743,0.39691514724402743,0.1145205843892146,0.6470588235294118,1.2352941176470589,1.9411764705882353,2.567599329376488,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.16470379794645,5.165153133163607,5.165153133163607,3.879809762226873,3.879809762226873,2.7154237496515408,2.7154237496515408,1.8388417805094692,1.8388417805094692,-2.5599999999999996,10393.901571947592,9.650773083275615,3.2137035718523803,1.3246299828537902,97.25370023589856,17.201002431486554,16.550102152848787,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,0.0,22.578859541666947,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,33.61226097689947,5.516700717616262,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.896481481481482,0.0,21.85892195767196,0.0,8.911263227513228,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3665082586965752,0.9530253954261081,0.0013419032138903178,0.30289040208119833,0.69728530187895,519.6241388061416,1196.2289725968208,1715.5516821785645,2.830379710628819,0.0002516521487366538
112,NH2,1 4 7,-2.05,NH2_R147_neutral,NH2_R147_anion,14,5.864870559334845,0.5611337868480728,5.864870559334845,0.5611337868480728,0.3973034281417953,225.255,214.16699999999997,225.10144535199998,84,0.11442880629719733,-0.39866379236137794,0.39866379236137794,0.11442880629719733,0.7058823529411765,1.2941176470588236,1.9411764705882353,2.516686035263053,735.6202686855529,11.991199352633217,9.013229344516924,9.013229344516924,8.147867045540842,5.1591700690199,5.1591700690199,3.9129890518289216,3.9129890518289216,2.6776074610509975,2.6776074610509975,1.8113235104073349,1.8113235104073349,-2.5599999999999996,10053.697596500017,9.650773083275615,3.2137035718523803,1.4004380149707776,97.25370023589855,17.201002431486554,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,5.687386274683562,22.408173984599646,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,24.26546827384644,6.06636706846161,9.967957041894417,17.201002431486554,0.0,0.0,8.9075,0.0,21.930363599143362,0.0,8.828803067523305,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296000000000003,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45899147592458656,0.9717475853692278,0.00171562693669042,0.23602252080908595,0.7643424432808145,445.5178611005557,1442.7784658494006,1887.607418026547,2.96906142780577,0.0005252498872651657
113,NH2,2 3 6,-2.12,NH2_R236_neutral,NH2_R236_anion,14,5.856745559334845,0.5006042139077855,5.856745559334845,0.5006042139077855,0.3973034281417953,225.25499999999997,214.16699999999997,225.10144535199998,84,0.11230356892119975,-0.396997054466827,0.396997054466827,0.11230356892119975,0.7058823529411765,1.3529411764705883,2.0588235294117645,2.481131539587708,735.6202686855529,11.991199352633215,9.013229344516924,9.013229344516924,8.147867045540842,5.1591700690199,5.1591700690199,3.9084187900803484,3.9084187900803484,2.699299640378601,2.699299640378601,1.7991778921305457,1.7991778921305457,-2.56,9863.040966379298,9.650773083275611,3.213703571852378,1.400438014970777,97.25370023589856,17.201002431486554,5.516700717616262,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,6.06636706846161,24.26546827384644,0.0,33.61226097689947,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,28.095560259283207,11.033401435232523,0.0,18.19910120538483,12.13273413692322,9.967957041894417,17.201002431486554,0.0,0.0,8.918518518518518,0.0,21.806810909549007,0.0,8.941337238599143,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5669092882084271,0.9845730457844029,0.002363439924391812,0.17497404811806805,0.8252039647783534,349.1537721191304,1646.6617773831579,1995.4603318289253,3.0525627439276017,0.00026044377465565257
114,NH2,2 3 7,-2.2,NH2_R237_neutral,NH2_R237_anion,14,5.742409139581758,0.509308390022676,5.742409139581758,0.509308390022676,0.3973034281417953,225.25499999999997,214.16699999999997,225.10144535199998,84,0.0916211949280589,-0.3986637924004312,0.3986637924004312,0.0916211949280589,0.6470588235294118,1.1764705882352942,1.8235294117647058,2.4335026727125415,735.6202686855529,11.991199352633215,9.013229344516924,9.013229344516924,8.131030293135234,5.153187004876193,5.153187004876193,3.941598079682397,3.941598079682397,2.6614833517780574,2.6614833517780574,1.7723285489353648,1.7723285489353648,-2.56,9541.480026875255,9.650773083275611,3.213703571852378,1.482944959066315,97.25370023589855,17.201002431486554,0.0,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,5.687386274683562,33.44157541983217,0.0,39.12896169451573,0.0,0.0,0.0,17.201002431486554,30.33183534230805,0.0,17.201002431486554,17.062158824050687,0.0,0.0,9.967957041894417,0.0,0.0,0.0,30.33183534230805,0.0,22.066802870465047,103.83999999999999,0.0,0.0,0.0,17.062158824050687,22.066802870465047,0.0,24.26546827384644,6.06636706846161,9.967957041894417,17.201002431486554,0.0,0.0,8.929537037037036,0.0,21.866850749559084,0.0,8.870278880070547,0.0,0.0,0.0,0.0,17,6,5,2,3,5,3,5,0,3,1.5296,70.2812,3,0,0,0,0,0,0,2,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6730678888209238,0.9922234904470226,0.0032079293152031314,0.12446905239908897,0.8755867105035349,272.94451481643426,1920.0482792448272,2192.8705132363652,3.1998990065757544,8.269200711564496e-05
115,NH2,1 2 3 4,-2.1,NH2_R1234_neutral,NH2_R1234_anion,14,5.9159382086167795,0.2542417800453516,5.9159382086167795,0.2542417800453516,0.3437601219060445,240.26999999999998,228.17399999999998,240.11234438399998,90,0.11671849930206961,-0.39525348381855496,0.39525348381855496,0.11671849930206961,0.6111111111111112,1.0,1.3888888888888888,2.5788092002488394,714.4588180304678,12.861442840636295,9.513229344516924,9.513229344516924,8.592224152875016,5.376477998568793,5.376477998568793,4.064235266514227,4.064235266514227,2.951297997526288,2.951297997526288,1.9209156950972157,1.9209156950972157,-2.76,16590.19956239246,10.397535758313099,3.3641221232488276,1.2249965811492871,102.59359093291127,22.93466990864874,11.033401435232523,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,12.13273413692322,12.13273413692322,0.0,33.78294653396677,0.0,44.81634796919929,0.0,0.0,0.0,22.93466990864874,24.26546827384644,0.0,22.93466990864874,22.74954509873425,0.0,0.0,9.967957041894417,0.0,0.0,0.0,24.26546827384644,0.0,22.066802870465047,129.85999999999999,0.0,0.0,11.374772549367124,22.408173984599646,11.033401435232523,0.0,0.0,24.26546827384644,9.967957041894417,22.93466990864874,0.0,0.0,8.873888888888889,0.0,27.001103237591334,0.0,7.458341206853112,0.0,0.0,0.0,0.0,18,8,6,2,3,6,4,6,0,3,1.1118,74.69359999999999,4,0,0,0,0,0,0,2,4,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.46175574765076277,0.9721730284285932,0.0015812893671218102,0.23426395966084443,0.7662918368954479,484.59937366822174,1585.154390561054,2068.6040412268294,3.011382643262304,0.00080162703771334
